DATA_YEAR,STATE_ABBR,POPULATION_GROUP_DESC,TIME_0001_0600_CNT,TIME_0601_1200_CNT,TIME_1201_1800_CNT,TIME_1801_0000_CNT,FIREARM_INJURY_CNT,FIREARM_NO_INJURY_CNT,KNIFE_INJURY_CNT,KNIFE_NO_INJURY_CNT,HANDS_FISTS_FEET_INJURY_CNT,HANDS_FISTS_FEET_NO_INJURY_CNT,OTHER_INJURY_CNT,OTHER_NO_INJURY_CNT,LEOKA_FELONY_KILLED,LEOKA_ACCIDENT_KILLED,TOTAL_ASSAULTED
2020,TX,"MSA counties from 25,000 thru 99,999",2,0,2,0,0,0,0,1,2,0,0,1,0,0,4
2020,VA,"Cities from 10,000 thru 24,999",4,0,7,5,0,0,0,2,8,0,1,5,0,0,16
2020,CO,"Cities under 2,500",4,2,6,8,0,0,0,0,0,20,0,0,0,0,20
2020,AZ,"Cities under 2,500",0,0,0,3,0,0,0,0,0,3,0,0,0,0,3
2020,CO,"Cities under 2,500",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2020,AR,"Non-MSA counties from 10,000 thru 24,999",0,0,2,0,0,0,0,0,1,1,0,0,0,0,2
2020,KY,"Cities from 2,500 thru 9,999",0,0,0,3,0,0,0,0,0,2,0,1,0,0,3
2020,MO,"Cities from 100,000 thru 249,999",12,1,10,12,0,0,0,0,10,25,0,0,0,0,35
2020,SC,"Cities from 100,000 thru 249,999",6,10,12,15,2,2,0,0,11,16,10,2,0,0,43
2020,WI,"MSA counties from 25,000 thru 99,999",1,1,0,3,0,0,0,0,4,1,0,0,0,0,5
2020,IN,"Cities from 2,500 thru 9,999",0,0,0,4,0,0,0,0,0,2,0,2,0,0,4
2020,MT,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2020,MN,"Cities from 10,000 thru 24,999",0,0,2,2,0,0,0,0,1,1,0,2,0,0,4
2020,OH,"Cities from 2,500 thru 9,999",0,0,0,2,0,0,0,0,1,1,0,0,0,0,2
2020,MT,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,TX,"Cities from 2,500 thru 9,999",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2020,TX,"Cities from 2,500 thru 9,999",0,1,0,3,0,0,0,0,1,1,0,2,0,0,4
2020,TX,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2020,CA,"Cities from 10,000 thru 24,999",1,1,8,8,0,5,0,0,1,11,0,1,0,0,18
2020,CO,"Cities from 50,000 thru 99,999",2,6,2,3,0,2,0,0,6,3,0,2,0,0,13
2020,CA,"Cities from 50,000 thru 99,999",14,5,11,8,0,8,0,0,0,22,1,7,0,0,38
2020,CA,"Cities from 100,000 thru 249,999",4,6,1,5,0,0,0,0,3,4,1,8,0,0,16
2020,MA,"Cities from 10,000 thru 24,999",0,0,4,0,0,0,0,0,1,3,0,0,0,0,4
2020,NC,"Cities from 50,000 thru 99,999",4,0,1,5,1,1,0,0,6,1,0,1,1,0,10
2020,NH,"Cities from 25,000 thru 49,999",1,0,2,9,0,0,0,0,3,9,0,0,0,0,12
2020,CO,"Non-MSA counties under 10,000",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020,NC,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,MT,"Cities under 2,500",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,TX,"Cities from 50,000 thru 99,999",0,0,3,0,0,0,0,0,2,1,0,0,0,0,3
2020,CA,"MSA counties 100,000 or over",4,6,7,4,0,0,0,0,8,9,2,2,0,0,21
2020,WY,"Non-MSA counties under 10,000",0,0,2,0,0,2,0,0,0,0,0,0,0,0,2
2020,NH,"Cities from 10,000 thru 24,999",1,0,1,2,0,0,0,0,1,3,0,0,0,0,4
2020,SC,"Cities from 25,000 thru 49,999",0,0,0,4,0,0,0,0,0,3,0,1,0,0,4
2020,GA,"Non-MSA counties under 10,000",0,1,0,1,0,1,0,1,0,0,0,0,0,0,2
2020,MN,"Non-MSA counties under 10,000",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,TX,"Non-MSA counties from 10,000 thru 24,999",0,1,0,1,0,0,0,0,2,0,0,0,0,0,2
2020,TN,"Cities from 25,000 thru 49,999",2,0,0,1,0,0,0,0,0,2,0,1,0,0,3
2020,AZ,"Cities from 10,000 thru 24,999",2,9,2,8,1,3,0,0,4,8,0,5,0,0,21
2020,MN,"Cities from 50,000 thru 99,999",1,0,3,0,0,0,0,0,1,2,0,1,0,0,4
2020,FL,"Cities from 25,000 thru 49,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2020,TN,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2020,OR,"Cities from 10,000 thru 24,999",1,2,13,5,0,0,3,0,4,11,2,1,0,0,21
2020,FL,"Cities from 50,000 thru 99,999",5,0,1,4,0,0,0,0,6,3,0,1,0,0,10
2020,FL,"Cities from 100,000 thru 249,999",4,2,5,2,0,0,0,0,2,9,1,1,0,0,13
2020,IA,"Cities from 10,000 thru 24,999",0,1,1,2,0,1,0,0,1,1,1,0,0,0,4
2020,KY,"Cities from 2,500 thru 9,999",1,1,1,1,0,0,1,0,0,3,0,0,0,0,4
2020,CA,"Cities from 10,000 thru 24,999",0,0,0,2,0,0,0,0,0,1,0,1,0,0,2
2020,MS,"Cities from 10,000 thru 24,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2020,OR,"Cities from 10,000 thru 24,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2020,NY,"Cities from 10,000 thru 24,999",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2020,CA,"Cities from 10,000 thru 24,999",0,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020,TX,"Cities from 250,000 thru 499,999",29,9,21,24,0,10,1,0,31,23,6,12,0,0,83
2020,TX,"Cities from 10,000 thru 24,999",5,4,11,24,0,0,0,0,2,42,0,0,0,0,44
2020,SD,"Non-MSA counties under 10,000",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,OR,"Cities from 50,000 thru 99,999",2,1,9,6,0,0,0,0,8,8,2,0,0,0,18
2020,TX,"MSA counties from 25,000 thru 99,999",0,0,3,1,0,0,0,0,1,0,3,0,0,0,4
2020,OR,"Cities from 10,000 thru 24,999",0,3,1,0,0,0,0,0,1,0,3,0,0,0,4
2020,AZ,"Cities from 10,000 thru 24,999",0,0,0,3,0,0,0,0,0,2,0,1,0,0,3
2020,UT,"Cities from 25,000 thru 49,999",1,3,6,2,0,0,0,0,2,4,1,5,0,0,12
2020,IA,"Cities from 50,000 thru 99,999",2,3,4,2,0,0,0,0,6,0,2,3,0,0,11
2020,CT,"Cities from 10,000 thru 24,999",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2020,RI,"Cities from 25,000 thru 49,999",1,3,0,2,0,0,0,0,1,5,0,0,0,0,6
2020,MI,"Cities from 2,500 thru 9,999",0,2,0,0,0,0,0,0,0,0,0,2,0,0,2
2020,GA,"Cities from 10,000 thru 24,999",0,0,1,2,0,0,0,0,0,2,1,0,0,0,3
2020,KY,"Cities from 25,000 thru 49,999",1,0,7,9,0,0,0,0,3,11,2,1,0,0,17
2020,TN,"Cities from 2,500 thru 9,999",2,0,1,6,0,0,0,0,1,2,0,6,0,0,9
2020,VA,"Cities from 2,500 thru 9,999",0,0,2,0,0,0,0,0,1,1,0,0,0,0,2
2020,WA,"Cities from 10,000 thru 24,999",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2020,TN,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,GA,"MSA counties from 25,000 thru 99,999",4,0,0,1,0,4,0,0,0,1,0,0,0,0,5
2020,WA,"MSA counties from 25,000 thru 99,999",0,0,2,6,0,0,0,0,7,1,0,0,0,0,8
2020,CO,"Cities from 2,500 thru 9,999",1,0,2,0,0,0,0,0,0,1,2,0,0,0,3
2020,OK,"Non-MSA counties under 10,000",0,0,2,1,0,0,0,0,1,1,1,0,0,0,3
2020,VA,"MSA counties under 10,000",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2020,TX,"Cities from 2,500 thru 9,999",0,1,3,1,0,0,0,0,0,4,0,1,0,0,5
2020,RI,"Cities from 50,000 thru 99,999",0,4,2,1,0,0,0,0,2,1,1,3,0,0,7
2020,NC,"MSA counties from 25,000 thru 99,999",2,2,2,2,0,2,0,0,0,4,0,2,0,0,8
2020,GA,"MSA counties from 10,000 thru 24,999",0,0,5,0,0,0,0,0,5,0,0,0,0,0,5
2020,KS,"Non-MSA counties under 10,000",2,2,1,1,0,0,0,0,0,3,1,2,0,0,6
2020,OK,"MSA counties from 25,000 thru 99,999",0,0,2,2,0,0,0,0,1,3,0,0,0,0,4
2020,CO,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,FL,"Cities from 25,000 thru 49,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,CO,"Cities under 2,500",1,2,0,1,0,0,0,0,2,1,1,0,0,0,4
2020,KY,"Non-MSA counties under 10,000",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,TN,"MSA counties under 10,000",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2020,TX,"Non-MSA counties under 10,000",0,0,1,1,0,0,0,0,1,0,0,1,0,0,2
2020,CT,"Cities from 10,000 thru 24,999",3,1,0,0,0,0,0,0,0,3,1,0,0,0,4
2020,WY,"Non-MSA counties under 10,000",0,0,0,2,0,0,0,0,0,0,0,2,0,0,2
2020,MN,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2020,TN,"Cities from 10,000 thru 24,999",1,0,0,2,0,0,0,0,0,3,0,0,0,0,3
2020,MT,"Cities under 2,500",0,1,0,2,0,0,0,0,2,1,0,0,0,0,3
2020,MN,"Non-MSA counties from 25,000 thru 99,999",5,2,3,3,0,0,0,0,5,7,0,1,0,0,13
2020,CO,"Non-MSA counties under 10,000",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2020,TX,"Cities from 10,000 thru 24,999",0,1,0,1,0,0,0,0,2,0,0,0,0,0,2
2020,CA,"Cities from 10,000 thru 24,999",1,0,1,1,0,0,0,0,0,3,0,0,0,0,3
2020,WI,"Cities from 10,000 thru 24,999",0,0,2,3,0,0,0,0,3,2,0,0,0,0,5
2020,VA,"Cities from 10,000 thru 24,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,VA,"MSA counties from 25,000 thru 99,999",1,0,0,1,0,0,0,0,0,1,0,1,0,0,2
2020,IN,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020,KY,"Non-MSA counties under 10,000",0,0,3,0,0,0,0,0,1,0,1,1,0,0,3
2020,RI,"Cities from 25,000 thru 49,999",0,4,0,1,0,0,1,0,0,1,0,3,0,0,5
2020,TN,"Non-MSA counties from 25,000 thru 99,999",0,0,3,3,0,0,0,0,1,2,1,2,0,0,6
2020,CA,"Cities from 50,000 thru 99,999",0,2,0,1,0,0,0,0,0,2,0,1,0,0,3
2020,OK,"Cities from 2,500 thru 9,999",2,0,1,1,0,0,0,0,0,3,0,1,0,0,4
2020,FL,"Cities from 25,000 thru 49,999",1,3,3,0,0,0,0,0,2,5,0,0,0,0,7
2020,OH,"Cities from 25,000 thru 49,999",1,0,1,0,0,0,0,0,0,2,0,0,2,0,2
2020,KY,"Cities from 2,500 thru 9,999",0,0,0,2,0,0,0,0,1,0,0,1,0,0,2
2020,OK,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,CO,"Cities from 2,500 thru 9,999",1,0,0,1,0,0,0,0,0,2,0,0,0,0,2
2020,FL,"Cities from 2,500 thru 9,999",1,0,1,0,0,0,0,0,0,1,0,1,0,0,2
2020,MN,"MSA counties from 10,000 thru 24,999",0,0,3,0,0,0,0,0,1,0,2,0,0,0,3
2020,NC,"Cities from 2,500 thru 9,999",2,0,0,0,0,0,0,0,0,2,0,0,0,0,2
2020,OR,"Cities from 10,000 thru 24,999",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2020,TX,"MSA counties under 10,000",1,0,1,0,0,0,0,0,0,1,1,0,0,0,2
2020,TX,"Cities under 2,500",3,0,4,2,0,0,0,0,6,1,2,0,0,0,9
2020,CT,"Cities from 50,000 thru 99,999",3,6,0,7,0,0,0,0,16,0,0,0,0,0,16
2020,WI,"MSA counties from 25,000 thru 99,999",9,2,8,10,2,1,0,0,11,14,0,1,0,0,29
2020,FL,"Cities from 25,000 thru 49,999",1,7,5,15,0,1,0,0,1,23,1,2,0,0,28
2020,CA,"Cities from 25,000 thru 49,999",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2020,KY,"Cities from 10,000 thru 24,999",2,3,5,6,0,0,0,1,4,10,0,1,0,0,16
2020,VA,"Cities from 25,000 thru 49,999",0,2,1,2,0,0,0,0,2,3,0,0,0,0,5
2020,NC,"Non-MSA counties from 10,000 thru 24,999",0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2020,SC,"MSA counties from 25,000 thru 99,999",0,5,2,2,0,0,0,0,1,8,0,0,0,0,9
2020,MA,"Cities from 25,000 thru 49,999",0,0,0,2,0,0,0,0,1,1,0,0,0,0,2
2020,NC,"Cities from 10,000 thru 24,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020,NC,"MSA counties 100,000 or over",11,3,0,3,1,0,0,0,1,6,0,9,0,0,17
2020,FL,"Cities from 100,000 thru 249,999",11,2,3,14,0,0,0,0,4,21,0,5,0,0,30
2020,KY,"MSA counties from 25,000 thru 99,999",0,2,4,2,0,0,0,0,3,4,1,0,0,0,8
2020,OK,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2020,SD,"Non-MSA counties under 10,000",1,0,4,0,0,3,0,0,0,2,0,0,0,0,5
2020,KY,"Cities from 2,500 thru 9,999",0,0,2,3,0,0,0,0,2,2,0,1,0,0,5
2020,TN,"Cities from 2,500 thru 9,999",3,0,0,1,0,0,0,0,0,4,0,0,0,0,4
2020,TX,"Cities from 2,500 thru 9,999",2,0,2,1,0,0,0,0,0,5,0,0,0,0,5
2020,FL,"Cities from 50,000 thru 99,999",14,11,16,34,1,2,1,0,14,35,7,15,0,0,75
2020,FL,"Cities from 2,500 thru 9,999",7,0,1,5,0,0,0,0,2,10,1,0,0,0,13
2020,WI,"Cities from 25,000 thru 49,999",1,1,0,0,0,0,0,0,1,0,0,1,0,0,2
2020,LA,"MSA counties from 10,000 thru 24,999",0,1,1,3,0,1,0,0,0,0,1,3,0,0,5
2020,FL,"Cities from 2,500 thru 9,999",0,0,2,3,0,0,0,0,1,3,0,1,0,0,5
2020,TN,"Non-MSA counties from 10,000 thru 24,999",2,0,0,0,0,0,0,0,2,0,0,0,0,0,2
2020,GA,"MSA counties 100,000 or over",17,10,39,31,2,2,0,0,25,48,6,14,0,0,97
2020,FL,"Cities from 25,000 thru 49,999",4,1,1,2,0,1,0,0,0,5,1,1,0,0,8
2020,FL,"Non-MSA counties from 25,000 thru 99,999",1,2,3,1,0,0,0,0,2,2,0,3,0,0,7
2020,MS,"MSA counties from 25,000 thru 99,999",6,2,2,5,0,0,0,0,5,6,0,4,0,0,15
2020,TX,"Cities from 50,000 thru 99,999",5,1,0,0,0,0,0,0,2,4,0,0,0,0,6
2020,IA,"Cities from 2,500 thru 9,999",0,0,0,2,0,0,0,0,2,0,0,0,0,0,2
2020,TX,"Non-MSA counties under 10,000",5,0,0,2,0,0,0,0,6,0,1,0,0,0,7
2020,MI,"Cities from 50,000 thru 99,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2020,GA,"Cities from 25,000 thru 49,999",0,2,0,0,0,0,0,0,0,0,1,1,0,0,2
2020,GA,"Non-MSA counties from 10,000 thru 24,999",0,1,1,0,0,0,0,0,0,0,0,2,0,0,2
2020,TN,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,TN,"Non-MSA counties under 10,000",4,2,2,0,0,3,0,0,1,3,0,1,0,0,8
2020,TX,"Cities from 2,500 thru 9,999",5,3,5,2,0,0,0,0,1,14,0,0,0,0,15
2020,TN,"Cities under 2,500",3,0,2,2,0,0,0,0,0,2,0,5,0,0,7
2020,TX,"Cities from 25,000 thru 49,999",0,1,0,2,0,0,0,0,3,0,0,0,0,0,3
2020,MA,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020,NH,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,FL,"Cities from 50,000 thru 99,999",9,0,5,4,0,4,0,0,0,9,1,4,0,0,18
2020,OH,"Cities from 10,000 thru 24,999",1,1,0,1,0,0,0,0,1,0,0,2,0,0,3
2020,OH,"Non-MSA counties from 10,000 thru 24,999",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2020,OK,"Cities from 10,000 thru 24,999",3,0,0,6,0,0,0,0,5,3,0,1,0,0,9
2020,CA,"Cities under 2,500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020,WI,"Cities from 2,500 thru 9,999",2,1,1,0,0,0,0,0,1,2,0,1,0,0,4
2020,IA,"Non-MSA counties from 10,000 thru 24,999",5,0,0,0,0,0,0,0,3,1,1,0,0,0,5
2020,OH,"Cities from 25,000 thru 49,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,OK,"Non-MSA counties from 25,000 thru 99,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,FL,"Cities from 50,000 thru 99,999",11,4,8,19,0,0,0,4,5,27,3,3,0,0,42
2020,CO,"Cities from 2,500 thru 9,999",0,4,0,5,0,0,0,0,1,5,3,0,0,0,9
2020,CO,"Non-MSA counties from 10,000 thru 24,999",0,0,1,1,0,0,0,0,2,0,0,0,0,0,2
2020,TX,"Cities from 25,000 thru 49,999",3,0,2,3,0,1,0,0,4,2,1,0,0,0,8
2020,MA,"Cities from 10,000 thru 24,999",1,0,6,8,0,0,0,0,3,6,0,6,0,0,15
2020,MO,"Non-MSA counties from 10,000 thru 24,999",0,0,2,1,0,0,0,0,1,2,0,0,0,0,3
2020,TX,"Cities from 100,000 thru 249,999",8,5,1,6,0,0,0,2,13,0,2,3,0,0,20
2020,TX,"MSA counties 100,000 or over",1,2,11,3,0,1,0,0,12,3,0,1,0,0,17
2020,TX,"Cities from 2,500 thru 9,999",0,1,0,2,0,1,0,0,0,2,0,0,0,0,3
2020,VA,"Cities under 2,500",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,TN,"Cities under 2,500",0,3,4,0,0,0,0,0,2,5,0,0,0,0,7
2020,NJ,"Cities under 2,500",0,1,0,1,0,0,0,0,0,1,0,1,0,0,2
2020,CA,"MSA counties under 10,000",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2020,CA,"MSA counties under 10,000",1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2020,TN,"MSA counties under 10,000",6,4,10,18,0,2,1,0,8,20,1,6,0,0,38
2020,NJ,"Cities from 25,000 thru 49,999",6,1,1,1,0,0,0,0,0,9,0,0,0,0,9
2020,CT,"Cities from 10,000 thru 24,999",2,0,0,0,0,0,0,0,1,1,0,0,0,0,2
2020,KS,"Cities from 25,000 thru 49,999",2,4,0,9,0,0,0,0,3,10,2,0,0,0,15
2020,NH,"Cities from 25,000 thru 49,999",5,0,3,0,0,0,0,0,2,6,0,0,0,0,8
2020,IA,"Cities from 100,000 thru 249,999",11,6,23,23,0,3,0,0,25,22,7,6,0,0,63
2020,IA,"Non-MSA counties from 10,000 thru 24,999",4,0,2,5,0,0,0,0,3,6,0,2,0,0,11
2020,WA,"Cities from 25,000 thru 49,999",4,3,2,6,0,0,0,0,4,9,1,1,0,0,15
2020,MO,"Cities from 2,500 thru 9,999",0,0,0,2,0,0,0,0,0,1,1,0,0,0,2
2020,OR,"MSA counties from 25,000 thru 99,999",1,0,7,4,0,0,0,0,5,6,0,1,0,0,12
2020,MO,"Cities from 2,500 thru 9,999",0,0,2,0,0,0,0,0,1,1,0,0,0,0,2
2020,MN,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,SD,"Non-MSA counties under 10,000",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,ND,"Cities from 2,500 thru 9,999",2,1,0,2,0,0,0,0,4,1,0,0,0,0,5
2020,TX,"Cities from 2,500 thru 9,999",0,0,1,2,0,0,0,0,0,3,0,0,0,0,3
2020,OK,"Cities from 2,500 thru 9,999",1,0,0,2,0,0,0,0,0,2,0,1,0,0,3
2020,MO,"Cities from 2,500 thru 9,999",0,1,2,0,0,0,0,0,1,0,2,0,0,0,3
2020,TX,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2020,VA,"Non-MSA counties from 10,000 thru 24,999",3,0,0,0,0,0,0,0,1,1,0,1,0,0,3
2020,ND,"Cities from 10,000 thru 24,999",1,0,0,4,0,0,0,0,2,3,0,0,0,0,5
2020,TX,"Cities from 10,000 thru 24,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020,TN,"Cities from 10,000 thru 24,999",0,0,1,4,0,0,0,0,2,1,0,2,0,0,5
2020,TN,"MSA counties from 25,000 thru 99,999",0,0,1,1,0,0,0,0,1,1,0,0,0,0,2
2020,SC,"Non-MSA counties from 10,000 thru 24,999",0,2,0,0,0,0,0,0,0,2,0,0,0,0,2
2020,MN,"Cities from 2,500 thru 9,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2020,CA,"Cities from 10,000 thru 24,999",1,0,0,1,0,0,0,0,2,0,0,0,0,0,2
2020,VA,"MSA counties from 25,000 thru 99,999",1,0,0,1,0,0,0,0,0,2,0,0,0,0,2
2020,ND,"Non-MSA counties under 10,000",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,MA,"Cities under 2,500",0,2,0,2,0,0,0,0,0,0,1,3,0,0,4
2020,CA,"Cities from 10,000 thru 24,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,NB,"MSA counties under 10,000",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2020,GA,"Non-MSA counties from 10,000 thru 24,999",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2020,WI,"Non-MSA counties from 25,000 thru 99,999",3,2,3,3,0,0,0,0,3,6,0,2,0,0,11
2020,KS,"Cities from 25,000 thru 49,999",3,4,1,10,0,0,0,0,1,15,2,0,0,0,18
2020,NM,"MSA counties from 25,000 thru 99,999",9,2,13,15,0,1,0,0,2,31,0,5,0,0,39
2020,TX,"Cities from 10,000 thru 24,999",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,WI,"Non-MSA counties from 10,000 thru 24,999",0,0,1,2,0,0,0,0,0,2,0,1,0,0,3
2020,FL,"Cities from 50,000 thru 99,999",4,5,4,3,0,0,0,0,3,7,3,3,0,0,16
2020,AL,"Cities under 2,500",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
2020,GA,"MSA counties from 10,000 thru 24,999",3,0,0,0,0,0,0,0,0,0,0,3,0,0,3
2020,CO,"MSA counties 100,000 or over",5,2,12,5,0,1,0,0,7,7,1,8,0,0,24
2020,GA,"MSA counties 100,000 or over",0,2,4,2,0,0,0,0,1,2,2,3,0,0,8
2020,MA,"Cities from 2,500 thru 9,999",1,0,1,0,0,0,0,0,1,1,0,0,0,0,2
2020,MN,"Non-MSA counties from 10,000 thru 24,999",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2020,MO,"Non-MSA counties from 10,000 thru 24,999",0,0,0,2,0,0,0,0,0,0,0,2,0,0,2
2020,NB,"MSA counties from 25,000 thru 99,999",0,3,5,7,0,0,0,0,4,9,1,1,0,0,15
2020,WA,"MSA counties from 25,000 thru 99,999",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2020,NH,"Cities from 25,000 thru 49,999",4,2,2,1,0,0,0,0,0,9,0,0,0,0,9
2020,MA,"Cities from 25,000 thru 49,999",2,0,2,2,0,0,0,0,0,6,0,0,0,0,6
2020,UT,"Cities from 25,000 thru 49,999",1,1,0,1,0,1,0,1,0,1,0,0,0,0,3
2020,TN,"Cities under 2,500",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2020,CA,"Cities from 10,000 thru 24,999",0,0,2,1,0,0,0,0,0,3,0,0,0,0,3
2020,CA,"Cities from 50,000 thru 99,999",2,0,1,0,0,0,0,0,1,1,1,0,0,0,3
2020,OH,"Cities from 25,000 thru 49,999",0,0,2,0,0,0,0,0,2,0,0,0,0,0,2
2020,IA,"Cities from 50,000 thru 99,999",11,2,8,19,1,0,0,1,30,6,1,1,0,0,40
2020,IA,"MSA counties from 25,000 thru 99,999",0,0,1,4,0,0,0,0,3,1,0,1,0,0,5
2020,MA,"Cities from 10,000 thru 24,999",5,0,0,5,0,0,0,0,1,7,0,2,0,0,10
2020,NC,"Cities under 2,500",0,4,1,2,0,0,0,0,4,3,0,0,0,0,7
2020,MN,"Cities from 50,000 thru 99,999",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2020,TX,"Cities from 10,000 thru 24,999",3,2,2,3,0,0,1,0,2,7,0,0,0,0,10
2020,FL,"Cities from 25,000 thru 49,999",1,0,1,2,0,0,0,0,0,4,0,0,0,0,4
2020,TN,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2020,NC,"Cities from 2,500 thru 9,999",2,0,2,2,0,1,0,0,2,3,0,0,0,0,6
2020,WI,"Non-MSA counties from 25,000 thru 99,999",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2020,CA,"Cities under 2,500",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2020,GA,"Cities from 25,000 thru 49,999",3,1,0,0,0,0,0,0,0,4,0,0,0,0,4
2020,NC,"Non-MSA counties from 25,000 thru 99,999",0,2,0,1,0,0,0,0,1,1,0,1,0,0,3
2020,CO,"Cities from 10,000 thru 24,999",1,3,7,4,0,0,0,2,8,5,0,0,0,0,15
2020,NC,"Cities from 250,000 thru 499,999",13,7,16,17,1,1,0,2,12,34,1,2,0,0,53
2020,NC,"MSA counties from 25,000 thru 99,999",2,2,5,1,0,0,0,0,3,5,0,2,0,0,10
2020,FL,"MSA counties under 10,000",0,3,0,0,0,0,0,0,1,2,0,0,0,0,3
2020,MA,"Cities from 10,000 thru 24,999",1,0,2,2,0,0,0,0,2,3,0,0,0,0,5
2020,IN,"Cities from 10,000 thru 24,999",0,2,0,0,0,0,0,0,0,2,0,0,0,0,2
2020,TN,"Cities under 2,500",1,0,0,1,0,0,0,0,1,1,0,0,0,0,2
2020,TN,"Non-MSA counties from 10,000 thru 24,999",2,1,1,2,0,0,0,0,3,2,0,1,0,0,6
2020,TN,"Cities from 10,000 thru 24,999",7,3,0,8,0,0,0,2,1,14,0,1,0,0,18
2020,MN,"Cities from 50,000 thru 99,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020,CO,"Cities from 2,500 thru 9,999",0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2020,CO,"Non-MSA counties from 25,000 thru 99,999",1,1,0,0,0,0,0,0,1,0,0,1,0,0,2
2020,MN,"Cities from 2,500 thru 9,999",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020,NY,"Cities from 10,000 thru 24,999",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
